240,1,941,872,87,105,1,1,1
241,1,996,836,79,96,1,1,1
242,1,1021,820,78,90,1,1,1
243,1,1021,820,78,90,1,1,1
244,1,1067,790,73,86,1,1,1
245,1,1085,777,69,82,1,1,1
246,1,1123,753,67,75,1,1,1
247,1,1154,731,64,71,1,1,1
248,1,1154,731,64,71,1,1,1
249,1,1168,723,61,67,1,1,1
250,1,1181,712,61,66,1,1,1
251,1,1197,703,61,66,1,1,1
252,1,1219,686,58,62,1,1,1
253,1,1230,678,55,60,1,1,1
254,1,1240,671,55,59,1,1,1
255,1,1251,663,53,58,1,1,1
256,1,1277,645,50,52,1,1,1
257,1,1277,645,50,52,1,1,1
258,1,1288,640,49,50,1,1,1
259,1,1294,634,51,49,1,1,1
260,1,1310,623,46,48,1,1,1
261,1,1318,616,44,48,1,1,1
262,1,1323,613,45,46,1,1,1
263,1,1331,607,43,47,1,1,1
264,1,1343,600,42,43,1,1,1
265,1,1355,592,40,41,1,1,1
266,1,1355,592,40,41,1,1,1
267,1,1359,587,40,41,1,1,1
268,1,1374,578,37,37,1,1,1
269,1,1380,576,35,35,1,1,1
270,1,1381,575,35,37,1,1,1
271,1,1384,568,36,39,1,1,1
272,1,1391,544,34,56,1,1,1
273,1,1402,554,33,39,1,1,1
274,1,1405,553,32,38,1,1,1
275,1,1405,553,32,38,1,1,1
276,1,1416,547,29,38,1,1,1
277,1,1419,544,30,34,1,1,1
278,1,1429,540,31,36,1,1,1
279,1,1430,540,31,36,1,1,1
280,1,1438,537,30,33,1,1,1
281,1,1436,536,30,31,1,1,1
282,1,1440,530,28,32,1,1,1
283,1,1440,530,28,32,1,1,1
284,1,1445,524,27,31,1,1,1
285,1,1451,524,25,30,1,1,1
286,1,1458,521,22,29,1,1,1
287,1,1464,517,20,29,1,1,1
288,1,1464,517,20,29,1,1,1
289,1,1466,516,20,28,1,1,1
290,1,1470,515,21,27,1,1,1
291,1,1467,513,22,27,1,1,1
292,1,1471,510,21,27,1,1,1
293,1,1475,507,23,26,1,1,1
294,1,1475,507,23,26,1,1,1
295,1,1475,503,21,27,1,1,1
296,1,1478,499,23,27,1,1,1
297,1,1484,497,20,27,1,1,1
298,1,1484,497,20,27,1,1,1
299,1,1486,495,21,27,1,1,1
300,1,1488,492,21,27,1,1,1
301,1,1492,490,20,28,1,1,1
301,2,874,884,76,107,1,1,1
302,1,1494,486,18,29,1,1,1
302,2,931,850,71,99,1,1,1
303,1,1495,487,18,28,1,1,1
303,2,930,849,71,100,1,1,1
304,1,1500,483,17,29,1,1,1
304,2,978,820,69,91,1,1,1
305,1,1499,482,19,28,1,1,1
305,2,1000,805,68,89,1,1,1
306,1,1505,480,19,28,1,1,1
306,2,1038,781,65,82,1,1,1
307,1,1505,480,19,28,1,1,1
307,2,1039,782,65,82,1,1,1
308,1,1514,479,17,29,1,1,1
308,2,1074,758,62,77,1,1,1
309,1,1512,478,17,27,1,1,1
309,2,1089,749,62,73,1,1,1
310,1,1513,477,17,27,1,1,1
310,2,1104,739,60,72,1,1,1
311,1,1518,474,18,26,1,1,1
311,2,1144,712,57,66,1,1,1
312,1,1521,474,18,27,1,1,1
312,2,1157,704,55,64,1,1,1
313,1,1521,474,18,27,1,1,1
313,2,1157,704,55,64,1,1,1
314,1,1521,473,18,26,1,1,1
314,2,1169,697,53,62,1,1,1
315,1,1521,471,19,27,1,1,1
315,2,1180,690,55,60,1,1,1
316,1,1525,469,17,26,1,1,1
316,2,1212,667,51,58,1,1,1
317,1,1526,468,17,27,1,1,1
317,2,1220,663,50,55,1,1,1
318,1,1526,468,17,27,1,1,1
318,2,1220,663,50,55,1,1,1
319,1,1528,466,17,29,1,1,1
319,2,1230,656,47,54,1,1,1
320,1,1531,459,17,29,1,1,1
320,2,1247,645,46,51,1,1,1
321,1,1530,462,17,28,1,1,1
321,2,1262,635,44,49,1,1,1
322,1,1529,462,17,28,1,1,1
322,2,1261,635,44,49,1,1,1
323,1,1530,462,16,27,1,1,1
323,2,1269,630,44,47,1,1,1
324,1,1532,459,17,27,1,1,1
324,2,1284,622,44,45,1,1,1
325,2,1297,613,41,44,1,1,1
326,2,1303,608,40,44,1,1,1
327,2,1303,608,40,44,1,1,1
328,2,1315,601,39,42,1,1,1
329,2,1321,597,38,41,1,1,1
330,2,1326,593,37,41,1,1,1
331,2,1343,583,37,39,1,1,1
332,2,1343,583,37,39,1,1,1
333,2,1347,579,36,38,1,1,1
334,2,1351,577,35,37,1,1,1
335,2,1367,563,35,41,1,1,1
336,2,1370,560,34,40,1,1,1
337,2,1370,560,34,40,1,1,1
338,2,1373,548,35,49,1,1,1
339,2,1377,545,34,50,1,1,1
340,2,1390,541,29,46,1,1,1
341,2,1390,541,29,46,1,1,1
342,2,1393,541,32,43,1,1,1
343,2,1396,542,31,39,1,1,1
344,2,1406,539,30,34,1,1,1
345,2,1410,539,27,31,1,1,1
346,2,1410,539,27,31,1,1,1
347,2,1413,537,27,31,1,1,1
348,2,1417,533,29,30,1,1,1
349,2,1425,527,29,31,1,1,1
350,2,1428,526,30,29,1,1,1
351,2,1429,526,30,29,1,1,1
352,2,1431,525,28,26,1,1,1
353,2,1433,521,26,28,1,1,1
354,2,1439,521,23,24,1,1,1
355,2,1447,517,23,25,1,1,1
356,2,1447,517,23,25,1,1,1
357,2,1446,514,24,25,1,1,1
358,2,1449,511,24,25,1,1,1
359,2,1455,508,24,25,1,1,1
360,2,1455,508,24,25,1,1,1
361,2,1458,506,23,25,1,1,1
362,2,1459,507,24,22,1,1,1
363,2,1465,502,23,23,1,1,1
364,2,1465,502,23,23,1,1,1
365,2,1466,499,24,24,1,1,1
366,2,1468,498,24,23,1,1,1
367,2,1469,497,24,24,1,1,1
368,2,1476,492,21,25,1,1,1
369,2,1476,492,21,25,1,1,1
370,2,1477,490,21,25,1,1,1
371,2,1478,487,21,27,1,1,1
372,2,1483,480,21,31,1,1,1
373,2,1483,480,21,31,1,1,1
