151,1,915,867,81,114,1,1,1,0,0
152,1,948,847,79,109,1,1,1,0,0
153,1,978,828,75,105,1,1,1,0,0
154,1,1052,780,70,91,1,1,1,0,0
155,1,1052,780,70,91,1,1,1,0,0
156,1,1074,767,70,86,1,1,1,0,0
157,1,1094,754,70,83,1,1,1,0,0
158,1,1146,719,65,75,1,1,1,0,0
159,1,1146,719,65,75,1,1,1,0,0
160,1,1161,710,61,71,1,1,1,0,0
161,1,1175,700,60,70,1,1,1,0,0
162,1,1190,691,57,68,1,1,1,0,0
163,1,1227,666,57,62,1,1,1,0,0
164,1,1227,666,57,62,1,1,1,0,0
165,1,1239,656,52,62,1,1,1,0,0
166,1,1251,652,52,58,1,1,1,0,0
167,1,1281,632,49,56,1,1,1,0,0
168,1,1281,632,49,56,1,1,1,0,0
169,1,1288,627,48,53,1,1,1,0,0
170,1,1297,622,46,51,1,1,1,0,0
171,1,1313,610,45,50,1,1,1,0,0
172,1,1329,600,40,49,1,1,1,0,0
173,1,1329,600,41,49,1,1,1,0,0
174,1,1335,597,41,46,1,1,1,0,0
175,1,1347,587,41,45,1,1,1,0,0
176,1,1358,579,42,43,1,1,1,0,0
177,1,1358,579,42,43,1,1,1,0,0
178,1,1364,576,40,42,1,1,1,0,0
179,1,1375,564,36,44,1,1,1,0,0
180,1,1385,540,33,61,1,1,1,0,0
181,1,1385,540,33,61,1,1,1,0,0
182,1,1390,540,32,58,1,1,1,0,0
183,1,1396,541,33,50,1,1,1,0,0
184,1,1407,546,32,38,1,1,1,0,0
185,1,1412,543,31,38,1,1,1,0,0
186,1,1412,543,31,38,1,1,1,0,0
187,1,1421,539,34,35,1,1,1,0,0
188,1,1426,538,33,34,1,1,1,0,0
189,1,1429,534,32,32,1,1,1,0,0
190,1,1429,534,32,32,1,1,1,0,0
191,1,1436,526,29,34,1,1,1,0,0
192,1,1439,526,28,30,1,1,1,0,0
193,1,1446,522,28,29,1,1,1,0,0
194,1,1452,517,27,29,1,1,1,0,0
195,1,1452,517,27,29,1,1,1,0,0
196,1,1454,514,26,29,1,1,1,0,0
197,1,1459,514,25,28,1,1,1,0,0
198,1,1463,510,27,27,1,1,1,0,0
199,1,1462,510,28,27,1,1,1,0,0
200,1,1467,508,25,26,1,1,1,0,0
201,1,1465,508,27,24,1,1,1,0,0
202,1,1474,500,24,27,1,1,1,0,0
203,1,1476,498,24,27,1,1,1,0,0
204,1,1476,498,24,27,1,1,1,0,0
205,1,1479,495,23,28,1,1,1,0,0
206,1,1480,494,24,27,1,1,1,0,0
207,1,1486,490,23,26,1,1,1,0,0
208,1,1489,487,21,28,1,1,1,0,0
209,1,1490,487,21,28,1,1,1,0,0
210,1,1490,482,20,32,1,1,1,0,0
211,1,1495,480,21,32,1,1,1,0,0
212,1,1501,481,19,26,1,1,1,0,0
213,1,1501,481,22,26,1,1,1,0,0
214,1,1501,481,22,26,1,1,1,0,0
215,1,1505,478,20,26,1,1,1,0,0
216,1,1505,478,20,25,1,1,1,0,0
217,1,1510,475,20,25,1,1,1,0,0
218,1,1510,475,20,25,1,1,1,0,0
219,1,1514,473,19,25,1,1,1,0,0
220,1,1515,472,20,25,1,1,1,0,0
221,1,1519,471,19,24,1,1,1,0,0
222,1,1519,471,19,24,1,1,1,0,0
223,1,1518,468,20,24,1,1,1,0,0
224,1,1522,468,19,25,1,1,1,0,0
225,1,1527,466,17,26,1,1,1,0,0
226,1,1525,464,17,24,1,1,1,0,0
227,1,1525,464,18,24,1,1,1,0,0
228,1,1529,463,18,26,1,1,1,0,0
229,1,1529,461,18,26,1,1,1,0,0
389,2,1090,901,85,112,1,1,2,0,0
390,2,1130,866,83,102,1,1,2,0,0
391,2,1147,851,82,98,1,1,2,0,0
392,2,1147,851,82,98,1,1,2,0,0
393,2,1163,836,77,94,1,1,2,0,0
394,2,1179,823,77,89,1,1,2,0,0
395,2,1221,785,72,82,1,1,2,0,0
396,2,1232,773,70,80,1,1,2,0,0
397,2,1232,773,70,79,1,1,2,0,0
398,2,1245,764,66,75,1,1,2,0,0
399,2,1266,743,65,72,1,1,2,0,0
400,2,1276,735,63,69,1,1,2,0,0
401,2,1295,717,61,67,1,1,2,0,0
402,2,1295,718,61,66,1,1,2,0,0
403,2,1311,703,59,62,1,1,2,0,0
404,2,1320,697,55,59,1,1,2,0,0
405,2,1327,688,56,60,1,1,2,0,0
406,2,1349,668,51,56,1,1,2,0,0
407,2,1349,668,51,56,1,1,2,0,0
408,2,1354,662,52,55,1,1,2,0,0
409,2,1360,657,49,53,1,1,2,0,0
410,2,1366,652,48,51,1,1,2,0,0
411,2,1384,637,47,49,1,1,2,0,0
412,2,1384,636,48,50,1,1,2,0,0
413,2,1389,631,44,48,1,1,2,0,0
414,2,1394,627,43,47,1,1,2,0,0
415,2,1408,614,44,45,1,1,2,0,0
416,2,1407,615,44,44,1,1,2,0,0
417,2,1412,609,41,45,1,1,2,0,0
418,2,1416,604,41,45,1,1,2,0,0
419,2,1429,595,36,41,1,1,2,0,0
420,2,1433,591,38,41,1,1,2,0,0
421,2,1434,591,38,41,1,1,2,0,0
422,2,1436,587,35,41,1,1,2,0,0
423,2,1443,581,34,39,1,1,2,0,0
424,2,1450,543,34,71,1,1,2,0,0
425,2,1452,542,34,69,1,1,2,0,0
426,2,1452,542,35,69,1,1,2,0,0
427,2,1458,543,33,61,1,1,2,0,0
428,2,1462,547,32,50,1,1,2,0,0
429,2,1466,553,30,42,1,1,2,0,0
430,2,1466,553,30,42,1,1,2,0,0
431,2,1474,552,30,39,1,1,2,0,0
432,2,1474,546,30,39,1,1,2,0,0
433,2,1490,542,32,41,1,1,2,0,0
434,2,1488,543,29,33,1,1,2,0,0
435,2,1488,542,29,34,1,1,2,0,0
436,2,1493,540,33,34,1,1,2,0,0
437,2,1498,539,32,33,1,1,2,0,0
438,2,1493,538,28,31,1,1,2,0,0
439,2,1502,532,30,31,1,1,2,0,0
440,2,1502,532,30,31,1,1,2,0,0
441,2,1501,530,28,30,1,1,2,0,0
442,2,1507,528,25,30,1,1,2,0,0
443,2,1509,525,23,29,1,1,2,0,0
444,2,1510,522,24,28,1,1,2,0,0
445,2,1510,522,24,28,1,1,2,0,0
446,2,1513,521,22,28,1,1,2,0,0
447,2,1513,516,23,28,1,1,2,0,0
448,2,1518,512,21,31,1,1,2,0,0
449,2,1519,508,21,31,1,1,2,0,0
450,2,1522,507,23,28,1,1,2,0,0
451,2,1522,507,23,28,1,1,2,0,0
452,2,1521,505,22,30,1,1,2,0,0
453,2,1523,503,22,29,1,1,2,0,0
454,2,1522,500,21,30,1,1,2,0,0
455,2,1525,487,21,39,1,1,2,0,0
456,2,1526,488,21,37,1,1,2,0,0
457,2,1526,489,20,36,1,1,2,0,0
458,2,1528,493,20,30,1,1,2,0,0
459,2,1530,490,21,28,1,1,2,0,0
460,2,1530,491,21,28,1,1,2,0,0
461,2,1531,489,20,29,1,1,2,0,0
462,2,1532,485,20,29,1,1,2,0,0
463,2,1532,484,21,30,1,1,2,0,0
464,2,1533,481,21,30,1,1,2,0,0
465,2,1533,480,21,30,1,1,2,0,0
466,2,1541,479,20,32,1,1,2,0,0
467,2,1538,475,20,32,1,1,2,0,0
468,2,1548,479,17,28,1,1,2,0,0
469,2,1559,475,23,33,1,1,2,0,0
470,2,1560,475,22,33,1,1,2,0,0
471,2,1559,473,23,32,1,1,2,0,0
472,2,1562,472,20,33,1,1,2,0,0
473,2,1563,473,20,31,1,1,2,0,0
474,2,1562,469,24,32,1,1,2,0,0
475,2,1561,469,24,32,1,1,2,0,0
476,2,1563,467,22,32,1,1,2,0,0
477,2,1561,467,22,31,1,1,2,0,0
478,2,1567,466,19,32,1,1,2,0,0
479,2,1567,466,19,32,1,1,2,0,0
480,2,1562,465,19,29,1,1,2,0,0
481,2,1562,465,19,28,1,1,2,0,0
482,2,1564,465,21,29,1,1,2,0,0
483,2,1565,464,19,27,1,1,2,0,0
484,2,1569,461,19,27,1,1,2,0,0
485,2,1561,461,19,28,1,1,2,0,0
521,3,698,851,94,118,1,1,0,0,0
522,3,736,833,88,112,1,1,0,0,0
523,3,835,787,79,98,1,1,0,0,0
524,3,835,787,79,98,1,1,0,0,0
525,3,862,774,73,93,1,1,0,0,0
526,3,889,761,69,90,1,1,0,0,0
527,3,937,738,68,84,1,1,0,0,0
528,3,980,716,63,79,1,1,0,0,0
529,3,980,716,63,79,1,1,0,0,0
530,3,999,709,64,74,1,1,0,0,0
531,3,1036,691,60,70,1,1,0,0,0
532,3,1068,675,59,65,1,1,0,0,0
533,3,1068,675,59,66,1,1,0,0,0
534,3,1083,667,55,65,1,1,0,0,0
535,3,1108,653,55,60,1,1,0,0,0
536,3,1121,646,52,60,1,1,0,0,0
537,3,1147,636,50,56,1,1,0,0,0
538,3,1173,623,47,54,1,1,0,0,0
539,3,1173,623,47,54,1,1,0,0,0
540,3,1180,619,48,52,1,1,0,0,0
541,3,1190,614,46,50,1,1,0,0,0
542,3,1216,600,46,48,1,1,0,0,0
543,3,1216,600,46,48,1,1,0,0,0
544,3,1224,596,46,46,1,1,0,0,0
545,3,1234,592,43,46,1,1,0,0,0
546,3,1242,587,43,46,1,1,0,0,0
547,3,1260,580,41,43,1,1,0,0,0
548,3,1267,576,38,43,1,1,0,0,0
549,3,1273,573,36,43,1,1,0,0,0
550,3,1280,570,36,41,1,1,0,0,0
551,3,1302,559,34,41,1,1,0,0,0
552,3,1301,559,35,40,1,1,0,0,0
553,3,1307,558,34,38,1,1,0,0,0
553,4,890,863,86,124,1,1,1,0,0
554,3,1314,554,31,40,1,1,0,0,0
554,4,919,845,89,119,1,1,1,0,0
555,3,1322,545,31,40,1,1,0,0,0
555,4,973,814,81,108,1,1,1,0,0
556,3,1330,547,32,34,1,1,0,0,0
556,4,1019,785,78,102,1,1,1,0,0
557,3,1331,546,31,35,1,1,0,0,0
557,4,1019,785,78,102,1,1,1,0,0
558,3,1338,542,30,36,1,1,0,0,0
558,4,1041,772,75,98,1,1,1,0,0
559,3,1349,537,30,34,1,1,0,0,0
559,4,1076,749,71,90,1,1,1,0,0
560,3,1358,532,29,33,1,1,0,0,0
560,4,1112,727,67,86,1,1,1,0,0
561,3,1358,532,29,33,1,1,0,0,0
561,4,1112,727,67,86,1,1,1,0,0
562,3,1362,530,29,33,1,1,0,0,0
562,4,1128,719,68,81,1,1,1,0,0
563,3,1365,526,30,33,1,1,0,0,0
563,4,1155,701,61,76,1,1,1,0,0
564,3,1377,522,26,30,1,1,0,0,0
564,4,1182,685,57,72,1,1,1,0,0
565,3,1377,520,27,29,1,1,0,0,0
565,4,1193,677,58,70,1,1,1,0,0
566,3,1377,521,26,28,1,1,0,0,0
566,4,1193,677,58,70,1,1,1,0,0
567,3,1390,516,22,30,1,1,0,0,0
567,4,1217,663,57,66,1,1,1,0,0
568,3,1395,516,22,27,1,1,0,0,0
568,4,1226,656,56,64,1,1,1,0,0
569,3,1399,515,22,26,1,1,0,0,0
569,4,1235,651,54,62,1,1,1,0,0
570,3,1401,511,22,26,1,1,0,0,0
570,4,1264,634,50,59,1,1,1,0,0
571,3,1405,508,22,26,1,1,0,0,0
571,4,1264,634,50,59,1,1,1,0,0
572,3,1409,506,22,26,1,1,0,0,0
572,4,1271,628,49,57,1,1,1,0,0
573,3,1411,506,23,26,1,1,0,0,0
573,4,1279,623,47,56,1,1,1,0,0
574,3,1411,504,22,26,1,1,0,0,0
574,4,1286,618,42,55,1,1,1,0,0
575,3,1419,499,23,26,1,1,0,0,0
575,4,1308,604,40,51,1,1,1,0,0
576,3,1419,499,23,26,1,1,0,0,0
576,4,1308,604,40,51,1,1,1,0,0
577,3,1423,498,23,26,1,1,0,0,0
577,4,1316,599,40,51,1,1,1,0,0
578,3,1425,497,22,25,1,1,0,0,0
578,4,1319,595,41,49,1,1,1,0,0
579,3,1430,494,22,25,1,1,0,0,0
579,4,1332,586,43,48,1,1,1,0,0
580,3,1435,491,20,25,1,1,0,0,0
580,4,1344,579,39,47,1,1,1,0,0
581,3,1435,491,21,25,1,1,0,0,0
581,4,1344,579,39,47,1,1,1,0,0
582,3,1438,488,20,27,1,1,0,0,0
582,4,1350,576,40,46,1,1,1,0,0
583,3,1440,487,20,25,1,1,0,0,0
583,4,1360,567,38,47,1,1,1,0,0
584,3,1443,483,20,25,1,1,0,0,0
584,4,1364,561,38,48,1,1,1,0,0
585,3,1445,485,21,22,1,1,0,0,0
585,4,1373,546,36,57,1,1,1,0,0
586,3,1445,485,21,22,1,1,0,0,0
586,4,1374,546,35,57,1,1,1,0,0
587,3,1449,481,21,22,1,1,0,0,0
587,4,1381,540,35,55,1,1,1,0,0
588,3,1451,479,21,22,1,1,0,0,0
588,4,1386,540,35,53,1,1,1,0,0
589,3,1453,478,21,22,1,1,0,0,0
589,4,1390,540,32,50,1,1,1,0,0
590,3,1465,476,18,24,1,1,0,0,0
590,4,1401,542,33,38,1,1,1,0,0
591,3,1463,476,19,23,1,1,0,0,0
591,4,1401,542,32,38,1,1,1,0,0
592,3,1468,472,18,26,1,1,0,0,0
592,4,1406,540,33,37,1,1,1,0,0
593,3,1466,471,18,26,1,1,0,0,0
593,4,1411,538,31,36,1,1,1,0,0
594,3,1471,469,18,24,1,1,0,0,0
594,4,1428,534,30,33,1,1,1,0,0
595,3,1476,469,18,24,1,1,0,0,0
595,4,1430,529,31,35,1,1,1,0,0
596,3,1476,469,18,24,1,1,0,0,0
596,4,1430,529,31,35,1,1,1,0,0
597,3,1480,469,17,23,1,1,0,0,0
597,4,1433,528,32,34,1,1,1,0,0
598,3,1483,468,16,24,1,1,0,0,0
598,4,1432,525,30,33,1,1,1,0,0
599,3,1483,462,16,24,1,1,0,0,0
599,4,1439,519,29,32,1,1,1,0,0
600,3,1486,461,16,24,1,1,0,0,0
600,4,1439,518,28,31,1,1,1,0,0
601,3,1483,465,16,22,1,1,0,0,0
601,4,1440,518,27,31,1,1,1,0,0
602,4,1448,517,24,31,1,1,1,0,0
603,4,1450,512,25,31,1,1,1,0,0
604,4,1456,510,23,30,1,1,1,0,0
605,4,1455,508,24,29,1,1,1,0,0
